pair_id,split,narr_mode,realism,nonnarr_style,tense_narr,tense_nonnarr,tense_polarity,context,prompt_narrative,prompt_nonnarrative,text_narrative,text_nonnarrative,n_words_narr,n_words_nonnarr
v2-ho-05,heldout,present,realistic,technical,present,past,reversed,freewheel,"Continue the text below.

Ceyda has the wheel in the stand and the freewheel is engaging in both directions, which it should not do at all. She spins it backwards and it drives. She takes the body off and the pawls are where pawls go, both of them, sprung and clean, and the ratchet ring is turned the wrong way round in its seat, and somebody has done that on purpose.","Continue the text below.

A freewheel body carried two or three sprung pawls bearing on a ratchet ring, and the direction of drive was set by the orientation of the ring's teeth relative to the pawls. The pawls themselves were symmetrical about their pivots. Drive in one direction and overrun in the other were therefore a property of the assembly and not of any component within it, the ratchet ring included.","Ceyda has the wheel in the stand and the freewheel is engaging in both directions, which it should not do at all. She spins it backwards and it drives. She takes the body off and the pawls are where pawls go, both of them, sprung and clean, and the ratchet ring is turned the wrong way round in its seat, and somebody has done that on purpose.","A freewheel body carried two or three sprung pawls bearing on a ratchet ring, and the direction of drive was set by the orientation of the ring's teeth relative to the pawls. The pawls themselves were symmetrical about their pivots. Drive in one direction and overrun in the other were therefore a property of the assembly and not of any component within it, the ratchet ring included.",67,67
v2-ho-06,heldout,scenic_past,non_realistic,technical,past,past,both_past,borehole_pump,"Continue the text below.

The pump at the mission drew sweet water from ninety feet for thirty years and in the thirty-first it began to draw it from nowhere at all. Sister Adaobi had the rising main up in sections on the ground, all ninety feet of it, and the foot valve on the end of it, and the pump on the head, and the pump was still delivering four gallons a minute.","Continue the text below.

A lift pump raised water by pressure difference alone and required a continuous column between the foot valve and the cylinder, the rising main being that column. Delivery was therefore limited by the height of the water table below the cylinder, and was conditional on the integrity of the main. Rate of delivery was independent of both, the foot valve being the lower termination of the assembly.","The pump at the mission drew sweet water from ninety feet for thirty years and in the thirty-first it began to draw it from nowhere at all. Sister Adaobi had the rising main up in sections on the ground, all ninety feet of it, and the foot valve on the end of it, and the pump on the head, and the pump was still delivering four gallons a minute.","A lift pump raised water by pressure difference alone and required a continuous column between the foot valve and the cylinder, the rising main being that column. Delivery was therefore limited by the height of the water table below the cylinder, and was conditional on the integrity of the main. Rate of delivery was independent of both, the foot valve being the lower termination of the assembly.",69,67
v2-ho-07,heldout,folktale,non_realistic,taxonomy,past,past,both_past,marsh_baskets,"Continue the text below.

A woman in the marsh wove baskets in three patterns and would not weave the fourth, and her granddaughter asked her the whole of one summer why not. She said the fourth held water. The granddaughter wove it anyway, at fourteen, out of the same rush from the same bed, and it held water, and it went on holding water after the rush in it had dried to nothing.","Continue the text below.

The three patterns were distinguished by the path of the weaver relative to the stakes: over one, over two, or paired. Tightness was a consequence of that path and not an independent property. A fourth pattern, in which the weaver crossed itself between stakes, was of a different class again, since its tightness was a function of the crossing rather than of the count of stakes beneath it.","A woman in the marsh wove baskets in three patterns and would not weave the fourth, and her granddaughter asked her the whole of one summer why not. She said the fourth held water. The granddaughter wove it anyway, at fourteen, out of the same rush from the same bed, and it held water, and it went on holding water after the rush in it had dried to nothing.","The three patterns were distinguished by the path of the weaver relative to the stakes: over one, over two, or paired. Tightness was a consequence of that path and not an independent property. A fourth pattern, in which the weaver crossed itself between stakes, was of a different class again, since its tightness was a function of the crossing rather than of the count of stakes beneath it.",69,68
v2-ho-08,heldout,scenic_past,realistic,taxonomy,past,present,default,soil_pit,"Continue the text below.

Bartomeu dug his pit on the flat above the terrace and found the horizons in the wrong order. Twenty centimetres of dark topsoil, then clay, then another dark layer forty centimetres down with worm channels in it and roots going through it, and then clay again below that. He photographed all four faces of the pit and the fourth face showed the same thing at the same depth.","Continue the text below.

Horizons are distinguished by the direction of movement of material rather than by colour: an eluvial horizon is one from which material has been removed, an illuvial one that in which it accumulates. Colour follows from organic content and is not itself a criterion. Depth is a criterion in none of the three. A buried horizon differs from both in that its boundaries are inherited rather than active.","Bartomeu dug his pit on the flat above the terrace and found the horizons in the wrong order. Twenty centimetres of dark topsoil, then clay, then another dark layer forty centimetres down with worm channels in it and roots going through it, and then clay again below that. He photographed all four faces of the pit and the fourth face showed the same thing at the same depth.","Horizons are distinguished by the direction of movement of material rather than by colour: an eluvial horizon is one from which material has been removed, an illuvial one that in which it accumulates. Colour follows from organic content and is not itself a criterion. Depth is a criterion in none of the three. A buried horizon differs from both in that its boundaries are inherited rather than active.",68,68
v2-ho-09,heldout,scenic_past,non_realistic,topographic,past,present,default,moraine_field,"Continue the text below.

Halldora crossed the moraine field in the third week and the boulders in the middle of it were sorted. Not scattered but sorted, largest at the centre and smallest at the edges, in nine rings, each ring a single size, and the rings concentric about a point where there was nothing at all but flat gravel and a little standing water.","Continue the text below.

A terminal moraine field is a belt of unsorted till a few hundred metres across, lying transverse to the direction of former flow. Relief within it is a matter of a few metres. Sorting is absent by definition in till, and where present in such a field it is confined to outwash channels, which are linear and lie along the local gradient.","Halldora crossed the moraine field in the third week and the boulders in the middle of it were sorted. Not scattered but sorted, largest at the centre and smallest at the edges, in nine rings, each ring a single size, and the rings concentric about a point where there was nothing at all but flat gravel and a little standing water.","A terminal moraine field is a belt of unsorted till a few hundred metres across, lying transverse to the direction of former flow. Relief within it is a matter of a few metres. Sorting is absent by definition in till, and where present in such a field it is confined to outwash channels, which are linear and lie along the local gradient.",61,62
v2-ho-10,heldout,present,realistic,topographic,present,past,reversed,lagoon_crust,"Continue the text below.

Wafa is walking the inner shore of the lagoon at the hour before the wind and the crust is holding her weight, which it does not do after March. Ahead of her the crust is broken in a line two hundred metres long and a metre wide, edges turned up on both sides, and the brine below it is clear, and there is nothing on either side of the line.","Continue the text below.

The lagoon was closed by a barrier and was some four kilometres across, with a salt crust over brine on its inner margin. Crust thickness was seasonal and greatest before the onset of the summer wind. Brine below the crust was clear at all thicknesses. Fractures in such a crust were polygonal at a scale of metres and were a consequence of desiccation, the upturned margins being characteristic.","Wafa is walking the inner shore of the lagoon at the hour before the wind and the crust is holding her weight, which it does not do after March. Ahead of her the crust is broken in a line two hundred metres long and a metre wide, edges turned up on both sides, and the brine below it is clear, and there is nothing on either side of the line.","The lagoon was closed by a barrier and was some four kilometres across, with a salt crust over brine on its inner margin. Crust thickness was seasonal and greatest before the onset of the summer wind. Brine below the crust was clear at all thicknesses. Fractures in such a crust were polygonal at a scale of metres and were a consequence of desiccation, the upturned margins being characteristic.",70,68
v2-ho-11,heldout,oral,realistic,statistical,past,present,default,fishing_fleet,"Continue the text below.

Everyone at Ballycotton knew that the Maire Rua landed more than any boat her size and the reason given was Diarmuid's eye for water. He kept no logs. When his nephew took her over and did keep logs, the boat landed the same weight for four seasons and the logs showed she was fishing the same nine marks as everybody else, in the same order, on the same tides.","Continue the text below.

Landings per boat correlate with hold capacity and with days at sea, and the residual on those two is small. Skipper identity accounts for under a tenth of variance in the returns for this fleet. Where marks fished are recorded, the number of distinct marks is uncorrelated with landings, and the order of working them is uncorrelated with both. Hold capacity is the larger of the two terms.","Everyone at Ballycotton knew that the Maire Rua landed more than any boat her size and the reason given was Diarmuid's eye for water. He kept no logs. When his nephew took her over and did keep logs, the boat landed the same weight for four seasons and the logs showed she was fishing the same nine marks as everybody else, in the same order, on the same tides.","Landings per boat correlate with hold capacity and with days at sea, and the residual on those two is small. Skipper identity accounts for under a tenth of variance in the returns for this fleet. Where marks fished are recorded, the number of distinct marks is uncorrelated with landings, and the order of working them is uncorrelated with both. Hold capacity is the larger of the two terms.",69,68
v2-ho-12,heldout,oral,realistic,statistical,past,past,both_past,theatre_house,"Continue the text below.

The Alhambra had two hundred seats and the house manager used to say she could tell the takings from the third row alone. She was right for eleven years. In the twelfth the company started papering the house with free tickets and she was right for another eleven, because the papered seats went in the back and the third row was always sold.","Continue the text below.

Occupancy of the front third was a better predictor of paid attendance than total occupancy, with a residual of some five per cent against twenty. Row position was recorded for every house. Complimentary admissions were concentrated in the rear half of the auditorium in nine houses of every ten. Total occupancy was therefore the weaker measure wherever any part of the house was papered.","The Alhambra had two hundred seats and the house manager used to say she could tell the takings from the third row alone. She was right for eleven years. In the twelfth the company started papering the house with free tickets and she was right for another eleven, because the papered seats went in the back and the third row was always sold.","Occupancy of the front third was a better predictor of paid attendance than total occupancy, with a residual of some five per cent against twenty. Row position was recorded for every house. Complimentary admissions were concentrated in the rear half of the auditorium in nine houses of every ten. Total occupancy was therefore the weaker measure wherever any part of the house was papered.",63,64
v2-ho-13,heldout,folktale,non_realistic,encyclopedic,past,present,default,hill_stone,"Continue the text below.

There was a stone on the hill above Kilmuir with a name cut in it that no one could read, and a lichen grew over the name and no one would scrape it off. Every seventy years or so the lichen died back off the letters and stood clear of them, a hand's breadth clear all round, and stayed clear for a season, and then grew over them again.","Continue the text below.

A crustose lichen is a composite of fungus and photobiont, without differentiated tissue, and increases at rates of the order of a millimetre in a year at the margin alone. Interior growth is absent, and the rate is uniform around a margin of even chemistry. Extent is therefore a function of age and of substrate, and margins recede only where the substrate beneath them differs from the surrounding surface.","There was a stone on the hill above Kilmuir with a name cut in it that no one could read, and a lichen grew over the name and no one would scrape it off. Every seventy years or so the lichen died back off the letters and stood clear of them, a hand's breadth clear all round, and stayed clear for a season, and then grew over them again.","A crustose lichen is a composite of fungus and photobiont, without differentiated tissue, and increases at rates of the order of a millimetre in a year at the margin alone. Interior growth is absent, and the rate is uniform around a margin of even chemistry. Extent is therefore a function of age and of substrate, and margins recede only where the substrate beneath them differs from the surrounding surface.",69,69
v2-ho-14,heldout,present,non_realistic,spec,present,past,reversed,kiln_schedule,"Continue the text below.

Perpetua has the schedule pinned to the door and the kiln is running eighty degrees above the top of it and rising. She cuts the gas. It goes on rising. She opens the spy and the cones are down, all three of them, and the ware behind them is the colour it should be at nine hundred and not at thirteen hundred, and the pyrometer reads thirteen hundred.","Continue the text below.

The schedule prescribed a rate of rise, a top temperature and a soak, and compliance was determined on the cones rather than on the pyrometer, which was an indication only. Where the two disagreed the cones governed. Gas supply was a means of control and no part of the record, and a rise after its interruption was reportable but was not of itself a breach of the schedule.","Perpetua has the schedule pinned to the door and the kiln is running eighty degrees above the top of it and rising. She cuts the gas. It goes on rising. She opens the spy and the cones are down, all three of them, and the ware behind them is the colour it should be at nine hundred and not at thirteen hundred, and the pyrometer reads thirteen hundred.","The schedule prescribed a rate of rise, a top temperature and a soak, and compliance was determined on the cones rather than on the pyrometer, which was an indication only. Where the two disagreed the cones governed. Gas supply was a means of control and no part of the record, and a rise after its interruption was reportable but was not of itself a breach of the schedule.",68,68
v2-ho-15,heldout,scenic_past,realistic,essay,past,present,default,translator_desk,"Continue the text below.

Yusuf translated the same forty lines nine times over eleven years and kept every version in the same folder. The first was literal and the ninth was not, and the ones in the middle were neither. He read all nine aloud to his daughter in the last winter of his life and asked her which was the poem, and she said the fourth, and he said he had thought so too.","Continue the text below.

Fidelity and readability are not endpoints of one scale, and treating them as such is what produces the false choice. A literal version is unfaithful wherever the original was not difficult; a fluent one is unfaithful wherever it was. The question is which of a text's properties are load-bearing, and that is a judgement about the particular text in hand and not a position on a spectrum at all.","Yusuf translated the same forty lines nine times over eleven years and kept every version in the same folder. The first was literal and the ninth was not, and the ones in the middle were neither. He read all nine aloud to his daughter in the last winter of his life and asked her which was the poem, and she said the fourth, and he said he had thought so too.","Fidelity and readability are not endpoints of one scale, and treating them as such is what produces the false choice. A literal version is unfaithful wherever the original was not difficult; a fluent one is unfaithful wherever it was. The question is which of a text's properties are load-bearing, and that is a judgement about the particular text in hand and not a position on a spectrum at all.",71,69
