pair_id,src_id,batch,domain,split,narr_mode,genre,realism,nonnarr_style,tense_narr,tense_nonnarr,tense_polarity,context,arm,label,prompt,text,n_words
v2k-tr-0440,b11-40,11,music_and_sound,train,folktale,ghost,non_realistic,morphology,past,present,default,soundboard_crown_ribs,narrative,1,"Continue the text below.

There was a piano in the schoolhouse at the fen that kept its crown for sixty years in a damp room, which no piano does. The tuner who came after the school closed found the ribs sound and the belly still bellied. He also found that the ribs had been cut from coffin boards, which the parish record confirmed, and nobody after him would take the instrument away.","There was a piano in the schoolhouse at the fen that kept its crown for sixty years in a damp room, which no piano does. The tuner who came after the school closed found the ribs sound and the belly still bellied. He also found that the ribs had been cut from coffin boards, which the parish record confirmed, and nobody after him would take the instrument away.",68
v2k-tr-0440,b11-40,11,music_and_sound,train,folktale,ghost,non_realistic,morphology,past,present,default,soundboard_crown_ribs,nonnarrative,0,"Continue the text below.

Ribs run across the grain of a soundboard and stand proud of its underside, and the crown is the curve they hold it in. The bridge sits on the other face, crossing the ribs at an angle and notched where it meets each one. Cut-off bars stand at the two short sides. In the smaller instruments the bars are absent and the ribs are shorter at both ends.","Ribs run across the grain of a soundboard and stand proud of its underside, and the crown is the curve they hold it in. The bridge sits on the other face, crossing the ribs at an angle and notched where it meets each one. Cut-off bars stand at the two short sides. In the smaller instruments the bars are absent and the ribs are shorter at both ends.",68
v2k-tr-0441,b12-01,12,writing_print_and_archives,train,scenic,premodern,realistic,criterial,past,present,default,quill_cut_angle,narrative,1,"Continue the text below.

Half an hour before the bell for none, Ilvet took the barrel of the goose feather across her knee and set the knife where the quill was hardest. The first cut ran too shallow and the slit closed on itself. She pared the shoulders back, opened the slit against the thumbnail, and cut the nib square. On the trial stroke the ink came away clean at the hairline and flooded at the thick.","Half an hour before the bell for none, Ilvet took the barrel of the goose feather across her knee and set the knife where the quill was hardest. The first cut ran too shallow and the slit closed on itself. She pared the shoulders back, opened the slit against the thumbnail, and cut the nib square. On the trial stroke the ink came away clean at the hairline and flooded at the thick.",73
v2k-tr-0441,b12-01,12,writing_print_and_archives,train,scenic,premodern,realistic,criterial,past,present,default,quill_cut_angle,nonnarrative,0,"Continue the text below.

Shoulder length is no part of how a cut quill is classed. What counts is the angle of the nib against the slit and whether the slit runs true to the barrel's spine. A slit that closes under pressure is one class of fault, flooding at the thick a second, and neither bears on the hairline. Goose and swan differ in hardness, and hardness sets the tolerance rather than the class.","Shoulder length is no part of how a cut quill is classed. What counts is the angle of the nib against the slit and whether the slit runs true to the barrel's spine. A slit that closes under pressure is one class of fault, flooding at the thick a second, and neither bears on the hairline. Goose and swan differ in hardness, and hardness sets the tolerance rather than the class.",71
v2k-tr-0442,b12-02,12,writing_print_and_archives,train,free_indirect,ghost,non_realistic,technical,present,past,reversed,iron_gall_ink_burn,narrative,1,"Continue the text below.

The page is warm where it should not be, and Hesper knows before she turns it what the warmth means. Iron gall has eaten through the descenders again, letter by letter, and the holes are the shape of a hand that has been dead a hundred years. She holds the leaf to the window. Light comes through where the ink lay thickest. Somebody is still writing on the other side of it, she thinks, and sets the leaf down.","The page is warm where it should not be, and Hesper knows before she turns it what the warmth means. Iron gall has eaten through the descenders again, letter by letter, and the holes are the shape of a hand that has been dead a hundred years. She holds the leaf to the window. Light comes through where the ink lay thickest. Somebody is still writing on the other side of it, she thinks, and sets the leaf down.",79
v2k-tr-0442,b12-02,12,writing_print_and_archives,train,free_indirect,ghost,non_realistic,technical,present,past,reversed,iron_gall_ink_burn,nonnarrative,0,"Continue the text below.

Corrosion in an iron gall ink was a function of two quantities held in the same fluid: free acid and unbound iron. Neither was harmful to a sheet on its own. The gum arabic was the suspending medium, and its proportion governed how far the ink stood proud of the surface rather than lying within it. Where the sheet bore an alum size, the acid had a second host and the descenders were no more at risk than the hairlines.","Corrosion in an iron gall ink was a function of two quantities held in the same fluid: free acid and unbound iron. Neither was harmful to a sheet on its own. The gum arabic was the suspending medium, and its proportion governed how far the ink stood proud of the surface rather than lying within it. Where the sheet bore an alum size, the acid had a second host and the descenders were no more at risk than the hairlines.",80
v2k-tr-0443,b12-03,12,writing_print_and_archives,train,chronicle,historical,realistic,morphology,past,past,both_past,ruling_frame_layout,narrative,1,"Continue the text below.

In the eleventh year of the copying house at Vaudre, the master ruler was replaced and the frames with him. The new frames were strung with waxed linen instead of gut, thirty-two lines to the opening, and the first quire off them was rejected by the corrector. The lines had printed too faint to follow. A second stringing at heavier tension was ordered before the feast, and the quire was ruled again on the same skins.","In the eleventh year of the copying house at Vaudre, the master ruler was replaced and the frames with him. The new frames were strung with waxed linen instead of gut, thirty-two lines to the opening, and the first quire off them was rejected by the corrector. The lines had printed too faint to follow. A second stringing at heavier tension was ordered before the feast, and the quire was ruled again on the same skins.",76
v2k-tr-0443,b12-03,12,writing_print_and_archives,train,chronicle,historical,realistic,morphology,past,past,both_past,ruling_frame_layout,nonnarrative,0,"Continue the text below.

Two uprights and a pair of cross-bars made the body of a ruling frame, with the cords strung between the bars and not between the uprights. Wedges at the foot held the tension. The bars were slotted at fixed intervals, so that line spacing was a property of the frame and not of the hand. Smaller frames had no wedges at all, the cords being knotted directly, and in those the spacing was fixed for good.","Two uprights and a pair of cross-bars made the body of a ruling frame, with the cords strung between the bars and not between the uprights. Wedges at the foot held the tension. The bars were slotted at fixed intervals, so that line spacing was a property of the frame and not of the hand. Smaller frames had no wedges at all, the cords being knotted directly, and in those the spacing was fixed for good.",76
v2k-tr-0444,b12-04,12,writing_print_and_archives,train,oral,folk_fantasy,non_realistic,taxonomy,past,present,default,parchment_liming_and_stretch,narrative,1,"Continue the text below.

There was a limepit outside the village that nobody would draw from twice in a season, and the parchmenters knew why. Skins left in it came out white as milk and thin as breath, and they took ink like nothing else in the county. But they went on stretching after the frame was off them. A book made from that pit grew a finger's width a year, and after forty years the boards would not close on it.","There was a limepit outside the village that nobody would draw from twice in a season, and the parchmenters knew why. Skins left in it came out white as milk and thin as breath, and they took ink like nothing else in the county. But they went on stretching after the frame was off them. A book made from that pit grew a finger's width a year, and after forty years the boards would not close on it.",78
v2k-tr-0444,b12-04,12,writing_print_and_archives,train,oral,folk_fantasy,non_realistic,taxonomy,past,present,default,parchment_liming_and_stretch,nonnarrative,0,"Continue the text below.

Alum-tawed skin is the odd member of the three, since the tawing is reversible in water and the other two are not. Limed parchment and oak-tanned leather stand apart on what the process takes out: the limepit strips hair and fat and leaves the fibre network open, while tanning fills it. Thickness is no ground of division. A thin tawed skin and a thin limed skin are unlike in every property that bears on stretching.","Alum-tawed skin is the odd member of the three, since the tawing is reversible in water and the other two are not. Limed parchment and oak-tanned leather stand apart on what the process takes out: the limepit strips hair and fat and leaves the fibre network open, while tanning fills it. Thickness is no ground of division. A thin tawed skin and a thin limed skin are unlike in every property that bears on stretching.",75
v2k-tr-0445,b12-05,12,writing_print_and_archives,train,reported,science_fiction,non_realistic,glossary,present,present,both_present,vellum_hair_side_matching,narrative,1,"Continue the text below.

A conservation unit aboard the orbital repository reports that the reconstructed gathering fails at its fourth opening. The scanner logs hair side against flesh side at two of the eight junctions, which the rule of the house forbids. Technicians on the second shift pull the quire, unpick the sewing, and reverse the middle bifolium. The reassembled gathering passes on the next pass, and the unit files the fault against the sorting stage rather than the sewer.","A conservation unit aboard the orbital repository reports that the reconstructed gathering fails at its fourth opening. The scanner logs hair side against flesh side at two of the eight junctions, which the rule of the house forbids. Technicians on the second shift pull the quire, unpick the sewing, and reverse the middle bifolium. The reassembled gathering passes on the next pass, and the unit files the fault against the sorting stage rather than the sewer.",76
v2k-tr-0445,b12-05,12,writing_print_and_archives,train,reported,science_fiction,non_realistic,glossary,present,present,both_present,vellum_hair_side_matching,nonnarrative,0,"Continue the text below.

Flesh side: the face of a leaf that lay inward on the animal, smoother and paler, and readier to take a fine hand. Hair side: the outer face, marked with follicle pattern and greyer under raking light. Junction: any opening at which two facing pages are of unlike side. Rule of the house: the requirement that every opening in a gathering be flesh to flesh or hair to hair, from which the sorting of bifolia follows.","Flesh side: the face of a leaf that lay inward on the animal, smoother and paler, and readier to take a fine hand. Hair side: the outer face, marked with follicle pattern and greyer under raking light. Junction: any opening at which two facing pages are of unlike side. Rule of the house: the requirement that every opening in a gathering be flesh to flesh or hair to hair, from which the sorting of bifolia follows.",76
v2k-tr-0446,b12-06,12,writing_print_and_archives,train,episodic,institutional,realistic,rules,past,past,both_past,quire_gathering_order,narrative,1,"Continue the text below.

Three times that winter the collator at the deposit library found a quire out of order, and three times it was the same binder's work. In November it was a duodecimo with the fourth and fifth gatherings transposed. In January a folio came through with one gathering inverted, the catchwords reading backward down the fold. In March she found a volume whose third gathering belonged to another title, and she set all three aside together.","Three times that winter the collator at the deposit library found a quire out of order, and three times it was the same binder's work. In November it was a duodecimo with the fourth and fifth gatherings transposed. In January a folio came through with one gathering inverted, the catchwords reading backward down the fold. In March she found a volume whose third gathering belonged to another title, and she set all three aside together.",75
v2k-tr-0446,b12-06,12,writing_print_and_archives,train,episodic,institutional,realistic,rules,past,past,both_past,quire_gathering_order,nonnarrative,0,"Continue the text below.

A gathering inverted within its own fold was not out of order, since order was a relation between gatherings and never within one. Only the sequence of signatures could put a volume wrong. A gathering belonging to another title was outside the question of order entirely and was treated as a foreign body. Where two gatherings bore the same signature, neither position was defensible, and the register rather than the fold was decisive.","A gathering inverted within its own fold was not out of order, since order was a relation between gatherings and never within one. Only the sequence of signatures could put a volume wrong. A gathering belonging to another title was outside the question of order entirely and was treated as a foreign body. Where two gatherings bore the same signature, neither position was defensible, and the register rather than the fold was decisive.",73
v2k-tr-0447,b12-07,12,writing_print_and_archives,train,mythic,myth,non_realistic,encyclopedic,past,present,default,sewing_on_raised_cords,narrative,1,"Continue the text below.

Before there were books there were only leaves in heaps, and the first binder went down to the rope-walk of the world and asked for five cords. She was given three. With three she sewed the leaves and the spine stood round, and the swell of the sewing lifted the fore-edge so that the heap became a block. The two cords withheld were kept for the last book, which has not been sewn and lies still at the world's foot.","Before there were books there were only leaves in heaps, and the first binder went down to the rope-walk of the world and asked for five cords. She was given three. With three she sewed the leaves and the spine stood round, and the swell of the sewing lifted the fore-edge so that the heap became a block. The two cords withheld were kept for the last book, which has not been sewn and lies still at the world's foot.",80
v2k-tr-0447,b12-07,12,writing_print_and_archives,train,mythic,myth,non_realistic,encyclopedic,past,present,default,sewing_on_raised_cords,nonnarrative,0,"Continue the text below.

Raised-cord sewing is the older of the two structures in which thread passes round a support rather than through it. The support is a cord of hemp or linen laid across the spine, and the thread encircles it at every station. Swell in the spine is proportional to thread thickness and to the number of stations. Because each cord takes the pull of the whole gathering, the slips at the ends of the cords are the attachment for the boards.","Raised-cord sewing is the older of the two structures in which thread passes round a support rather than through it. The support is a cord of hemp or linen laid across the spine, and the thread encircles it at every station. Swell in the spine is proportional to thread thickness and to the number of stations. Because each cord takes the pull of the whole gathering, the slips at the ends of the cords are the attachment for the boards.",80
v2k-tr-0448,b12-08,12,writing_print_and_archives,train,folktale,high_fantasy,non_realistic,morphology,past,past,both_past,headband_core_and_tiedown,narrative,1,"Continue the text below.

There was a binder in the mountain hold who would not sew a headband over a core of rolled paper, and the reason was old. Her grandmother had used cane, and the cane had been cut on the wrong side of the water. Every book so finished sang a thin note at the head when the boards were opened. The hold kept them in a room with the door barred, and the binder used gut cord after that.","There was a binder in the mountain hold who would not sew a headband over a core of rolled paper, and the reason was old. Her grandmother had used cane, and the cane had been cut on the wrong side of the water. Every book so finished sang a thin note at the head when the boards were opened. The hold kept them in a room with the door barred, and the binder used gut cord after that.",78
v2k-tr-0448,b12-08,12,writing_print_and_archives,train,folktale,high_fantasy,non_realistic,morphology,past,past,both_past,headband_core_and_tiedown,nonnarrative,0,"Continue the text below.

At the head of a sewn book the headband stood on three parts: a core, a covering of silk or thread wound over it, and a set of tie-downs passing into the gatherings. The core was cane, rolled paper or leather, and its diameter fixed the height of the whole. Tie-downs were absent in decorative work, where the band was stuck to the spine and bore no load. Beading was a property of the winding alone.","At the head of a sewn book the headband stood on three parts: a core, a covering of silk or thread wound over it, and a set of tie-downs passing into the gatherings. The core was cane, rolled paper or leather, and its diameter fixed the height of the whole. Tie-downs were absent in decorative work, where the band was stuck to the spine and bore no load. Beading was a property of the winding alone.",76
v2k-tr-0449,b12-09,12,writing_print_and_archives,train,scenic,realist_work,realistic,spec,present,past,reversed,board_attachment_lacing,narrative,1,"Continue the text below.

The bench is too low for the work and Corin does not stop to change it. He threads the frayed slip through the first channel in the oak, brings it up through the second hole, and hammers it flat into the bevel. The board rocks. He turns it over, finds the slip has doubled on itself in the channel, and picks the whole run out with an awl. The second attempt lies flush and the board sits still.","The bench is too low for the work and Corin does not stop to change it. He threads the frayed slip through the first channel in the oak, brings it up through the second hole, and hammers it flat into the bevel. The board rocks. He turns it over, finds the slip has doubled on itself in the channel, and picks the whole run out with an awl. The second attempt lies flush and the board sits still.",78
v2k-tr-0449,b12-09,12,writing_print_and_archives,train,scenic,realist_work,realistic,spec,present,past,reversed,board_attachment_lacing,nonnarrative,0,"Continue the text below.

Lacing through the board was permitted in oak and in beech, and in no other wood. Channels were to be cut on the outer face and never on the inner, so that the slip lay below the level of the leather. Three stations were required for a folio and two for anything smaller. A slip doubled in its channel counted as unlaced, and a board pegged rather than laced was permitted only in temporary covers.","Lacing through the board was permitted in oak and in beech, and in no other wood. Channels were to be cut on the outer face and never on the inner, so that the slip lay below the level of the leather. Three stations were required for a folio and two for anything smaller. A slip doubled in its channel counted as unlaced, and a board pegged rather than laced was permitted only in temporary covers.",75
v2k-tr-0450,b12-10,12,writing_print_and_archives,train,oral,premodern,realistic,criticism,past,present,default,blind_stamp_panel_impression,narrative,1,"Continue the text below.

Every binder in the lower street had a panel stamp, and only old Wenna's would strike clean on damp calf. The others blamed the leather. Wenna said nothing and went on selling impressions at twice the price, and when she left the trade the stamp went to her apprentice, who could not get a clean strike out of it either. It turned out she had been warming the brass on the glue pot before every panel.","Every binder in the lower street had a panel stamp, and only old Wenna's would strike clean on damp calf. The others blamed the leather. Wenna said nothing and went on selling impressions at twice the price, and when she left the trade the stamp went to her apprentice, who could not get a clean strike out of it either. It turned out she had been warming the brass on the glue pot before every panel.",76
v2k-tr-0450,b12-10,12,writing_print_and_archives,train,oral,premodern,realistic,criticism,past,present,default,blind_stamp_panel_impression,nonnarrative,0,"Continue the text below.

Depth of bite is what collectors praise in blind-stamped panel work, and it is the least interesting thing about it. A deep impression on soft calf is easy and tells nothing of the cutter. The panels worth attention are those whose ground stays flat while the fine lines hold, since that combination is a matter of even pressure across an uneven skin. Most surviving examples fail at the corners, where the pressure is always least.","Depth of bite is what collectors praise in blind-stamped panel work, and it is the least interesting thing about it. A deep impression on soft calf is easy and tells nothing of the cutter. The panels worth attention are those whose ground stays flat while the fine lines hold, since that combination is a matter of even pressure across an uneven skin. Most surviving examples fail at the corners, where the pressure is always least.",75
v2k-tr-0451,b12-11,12,writing_print_and_archives,train,free_indirect,noir,realistic,quantitative,present,past,reversed,gold_leaf_spine_tooling,narrative,1,"Continue the text below.

Four in the morning and the glaire has gone tacky in the pot, which means the panel will not take. Doran breathes on the leather anyway. Too cold, too dry, the shop unheated since the landlord changed the locks. He lays the leaf, sets the hot tool, and rocks it once. The gold lifts away with the tool and leaves a bruise. Somebody wants this spine lettered by noon and somebody is going to be disappointed.","Four in the morning and the glaire has gone tacky in the pot, which means the panel will not take. Doran breathes on the leather anyway. Too cold, too dry, the shop unheated since the landlord changed the locks. He lays the leaf, sets the hot tool, and rocks it once. The gold lifts away with the tool and leaves a bruise. Somebody wants this spine lettered by noon and somebody is going to be disappointed.",76
v2k-tr-0451,b12-11,12,writing_print_and_archives,train,free_indirect,noir,realistic,quantitative,present,past,reversed,gold_leaf_spine_tooling,nonnarrative,0,"Continue the text below.

Adhesion of gold leaf to a glaired surface was inverse to the age of the glaire, and roughly so, doubling in poorness for each day past the second. Tool temperature acted as a threshold rather than as a proportion: below the point at which the albumen set, nothing held, and above it the excess showed as scorch. The two variables were independent, so a hot tool could not compensate for stale glaire at any temperature.","Adhesion of gold leaf to a glaired surface was inverse to the age of the glaire, and roughly so, doubling in poorness for each day past the second. Tool temperature acted as a threshold rather than as a proportion: below the point at which the albumen set, nothing held, and above it the excess showed as scorch. The two variables were independent, so a hot tool could not compensate for stale glaire at any temperature.",75
v2k-tr-0452,b12-12,12,writing_print_and_archives,train,reported,magical_realism,non_realistic,catalogue,past,present,default,marbled_endpaper_combing,narrative,1,"Continue the text below.

A marbler in the river quarter produced four sheets in one afternoon that would not dry. The colours held their comb pattern but continued to move, slowly, in the manner of oil on water, for eleven days. Buyers were found for three. The fourth was bound into a ledger of accounts, where the marbling went on turning under the pastedown and was reported by two later owners as a fault in the paper.","A marbler in the river quarter produced four sheets in one afternoon that would not dry. The colours held their comb pattern but continued to move, slowly, in the manner of oil on water, for eleven days. Buyers were found for three. The fourth was bound into a ledger of accounts, where the marbling went on turning under the pastedown and was reported by two later owners as a fault in the paper.",73
v2k-tr-0452,b12-12,12,writing_print_and_archives,train,reported,magical_realism,non_realistic,catalogue,past,present,default,marbled_endpaper_combing,nonnarrative,0,"Continue the text below.

Six patterns make up the standard stock of a marbling shop, of which the stone is the plainest and the shell the dearest. Between them lie the comb patterns proper: nonpareil, at a quarter-inch tooth; curl, in which the comb is drawn twice at right angles; and peacock, the same as curl with a second gathering rake. Each is a state of the same bath, and none requires a colour the others lack.","Six patterns make up the standard stock of a marbling shop, of which the stone is the plainest and the shell the dearest. Between them lie the comb patterns proper: nonpareil, at a quarter-inch tooth; curl, in which the comb is drawn twice at right angles; and peacock, the same as curl with a second gathering rake. Each is a state of the same bath, and none requires a colour the others lack.",73
v2k-tr-0453,b12-13,12,writing_print_and_archives,train,episodic,weird,non_realistic,conceptual,present,past,reversed,foredge_painted_fanning,narrative,1,"Continue the text below.

Whenever the almoner fans the edge of the third volume, the painting underneath shows a different room. On Monday it is a stairwell with the door open. On Thursday the same stairwell with the door shut and something on the landing. She has stopped fanning it in company. Tonight she holds the block at the angle that works and finds the landing empty and the stair gone, and she closes the book square so the gilt returns.","Whenever the almoner fans the edge of the third volume, the painting underneath shows a different room. On Monday it is a stairwell with the door open. On Thursday the same stairwell with the door shut and something on the landing. She has stopped fanning it in company. Tonight she holds the block at the angle that works and finds the landing empty and the stair gone, and she closes the book square so the gilt returns.",77
v2k-tr-0453,b12-13,12,writing_print_and_archives,train,episodic,weird,non_realistic,conceptual,present,past,reversed,foredge_painted_fanning,nonnarrative,0,"Continue the text below.

Either a fore-edge painting was a property of the book or it was a property of a particular flexure of the book, and the two accounts had different consequences. On the first, the painting existed while the edge was square and was merely hidden; on the second it existed only under fan, and squareness was not concealment but absence. Nothing in the gilding decided between them, since gilt was applied to the square edge in both accounts.","Either a fore-edge painting was a property of the book or it was a property of a particular flexure of the book, and the two accounts had different consequences. On the first, the painting existed while the edge was square and was merely hidden; on the second it existed only under fan, and squareness was not concealment but absence. Nothing in the gilding decided between them, since gilt was applied to the square edge in both accounts.",77
v2k-tr-0454,b12-14,12,writing_print_and_archives,train,chronicle,alt_history,non_realistic,legal_def,past,present,default,papermill_watermark_wire,narrative,1,"Continue the text below.

In the fourth year after the paper duty was abolished, the mill at Corrow altered its watermark wire from a crowned pot to an uncrowned one, and the change was entered in the mill book on a Tuesday. Eight reams of the old mark remained in the drying loft. These were sold as seconds to a stationer in the port, who used them for shipping bills, and both marks appeared in the same bound volume of accounts.","In the fourth year after the paper duty was abolished, the mill at Corrow altered its watermark wire from a crowned pot to an uncrowned one, and the change was entered in the mill book on a Tuesday. Eight reams of the old mark remained in the drying loft. These were sold as seconds to a stationer in the port, who used them for shipping bills, and both marks appeared in the same bound volume of accounts.",77
v2k-tr-0454,b12-14,12,writing_print_and_archives,train,chronicle,alt_history,non_realistic,legal_def,past,present,default,papermill_watermark_wire,nonnarrative,0,"Continue the text below.

A tranchefile wire sewn to the mould counts as a countermark and not as a watermark, however placed. Under this part a watermark means a design in wire attached to the laid surface such that its impression is visible by transmitted light and absent by reflected light. Where a mould bears two designs, the larger is the watermark and the smaller the countermark. Nothing in this part affects the dating of paper by mould twin.","A tranchefile wire sewn to the mould counts as a countermark and not as a watermark, however placed. Under this part a watermark means a design in wire attached to the laid surface such that its impression is visible by transmitted light and absent by reflected light. Where a mould bears two designs, the larger is the watermark and the smaller the countermark. Nothing in this part affects the dating of paper by mould twin.",75
v2k-tr-0455,b12-15,12,writing_print_and_archives,train,scenic,realist_work,realistic,taxonomy,past,past,both_past,laid_and_wove_mould,narrative,1,"Continue the text below.

The vatman had two moulds at his elbow and picked up the wrong one, which he knew from the weight before the deckle was even on. Wove was heavier by an ounce and hung differently in the shake. He set it down, took the laid mould, and dipped. The couching went badly all the same: the sheet came off the felt with a chain line doubled where the wire had lifted clear of the rib beneath.","The vatman had two moulds at his elbow and picked up the wrong one, which he knew from the weight before the deckle was even on. Wove was heavier by an ounce and hung differently in the shake. He set it down, took the laid mould, and dipped. The couching went badly all the same: the sheet came off the felt with a chain line doubled where the wire had lifted clear of the rib beneath.",76
v2k-tr-0455,b12-15,12,writing_print_and_archives,train,scenic,realist_work,realistic,taxonomy,past,past,both_past,laid_and_wove_mould,nonnarrative,0,"Continue the text below.

What separated the two mould surfaces was not the wire but its support. In the laid mould, closely set wires ran across ribs and were tied to them by chain wires, so the impression held a fine grain and a coarse periodic one. The wove surface was a woven cloth of equal wires with no ribs beneath, and its impression was uniform. Antique laid was a third class, marked by rib shadows readable across a full sheet.","What separated the two mould surfaces was not the wire but its support. In the laid mould, closely set wires ran across ribs and were tied to them by chain wires, so the impression held a fine grain and a coarse periodic one. The wove surface was a woven cloth of equal wires with no ribs beneath, and its impression was uniform. Antique laid was a third class, marked by rib shadows readable across a full sheet.",77
v2k-tr-0456,b12-16,12,writing_print_and_archives,train,mythic,myth,non_realistic,essay,past,present,default,deckle_edge_feathering,narrative,1,"Continue the text below.

In the age when paper was new the makers asked the water for a straight edge and the water refused, and the refusal is why every hand-made sheet thins toward its border. The first maker built a frame to hold the pulp back. The water went under the frame regardless, thinning as it went, and left the four ragged margins the frame was meant to prevent. Machines were promised later, and they cut what they could not make.","In the age when paper was new the makers asked the water for a straight edge and the water refused, and the refusal is why every hand-made sheet thins toward its border. The first maker built a frame to hold the pulp back. The water went under the frame regardless, thinning as it went, and left the four ragged margins the frame was meant to prevent. Machines were promised later, and they cut what they could not make.",78
v2k-tr-0456,b12-16,12,writing_print_and_archives,train,mythic,myth,non_realistic,essay,past,present,default,deckle_edge_feathering,nonnarrative,0,"Continue the text below.

Nothing about a deckle edge is decorative in origin, and treating it as ornament inverts the case. The feathered border is the residue of pulp escaping under the deckle frame, which is to say a tolerance rather than a feature. Collectors who prize untrimmed sheets are therefore prizing an imperfection. That the imperfection is also a reliable index of hand manufacture is true and worth something, but it argues for the edge as evidence, not as beauty.","Nothing about a deckle edge is decorative in origin, and treating it as ornament inverts the case. The feathered border is the residue of pulp escaping under the deckle frame, which is to say a tolerance rather than a feature. Collectors who prize untrimmed sheets are therefore prizing an imperfection. That the imperfection is also a reliable index of hand manufacture is true and worth something, but it argues for the edge as evidence, not as beauty.",77
v2k-tr-0457,b12-17,12,writing_print_and_archives,train,free_indirect,realist_domestic,realistic,statistical,present,past,reversed,gelatine_sizing_cockle,narrative,1,"Continue the text below.

The kitchen is the only room warm enough and that is the trouble, Meret thinks, laying the damp sheets between blotters on the table. Too warm at one end, too cold by the window. She weighs the pile with the flat iron and goes to bed. In the morning the outer sheets are flat and the middle ones have dried into shallow waves running with the grain, and the whole stack has to be damped again.","The kitchen is the only room warm enough and that is the trouble, Meret thinks, laying the damp sheets between blotters on the table. Too warm at one end, too cold by the window. She weighs the pile with the flat iron and goes to bed. In the morning the outer sheets are flat and the middle ones have dried into shallow waves running with the grain, and the whole stack has to be damped again.",76
v2k-tr-0457,b12-17,12,writing_print_and_archives,train,free_indirect,realist_domestic,realistic,statistical,present,past,reversed,gelatine_sizing_cockle,nonnarrative,0,"Continue the text below.

Cockling was commoner in gelatine-sized stock than in internally sized stock, though the gap was smaller than binders supposed: fourteen percent of sheets against nine. Variation within a single ream exceeded variation between mills. The median amplitude was under two millimetres, and most of the spread lay in the outer sheets of a stack rather than in the sizing. Humidity gradient across the drying room accounted for the largest share of the remainder.","Cockling was commoner in gelatine-sized stock than in internally sized stock, though the gap was smaller than binders supposed: fourteen percent of sheets against nine. Variation within a single ream exceeded variation between mills. The median amplitude was under two millimetres, and most of the spread lay in the outer sheets of a stack rather than in the sizing. Humidity gradient across the drying room accounted for the largest share of the remainder.",73
v2k-tr-0458,b12-18,12,writing_print_and_archives,train,folktale,folk_fantasy,non_realistic,criterial,past,present,default,typefounding_matrix_strike,narrative,1,"Continue the text below.

A punchcutter in the hill country struck her matrices in copper that had come out of a bell, and every letter cast from them rang faintly when the forme was locked. The founder would not sell the fount. He kept it in a chest of sand, where the ringing could not be heard, and he justified the matrices himself, filing the depth even and the drive square, so that at least the ringing came out level.","A punchcutter in the hill country struck her matrices in copper that had come out of a bell, and every letter cast from them rang faintly when the forme was locked. The founder would not sell the fount. He kept it in a chest of sand, where the ringing could not be heard, and he justified the matrices himself, filing the depth even and the drive square, so that at least the ringing came out level.",76
v2k-tr-0458,b12-18,12,writing_print_and_archives,train,folktale,folk_fantasy,non_realistic,criterial,past,present,default,typefounding_matrix_strike,nonnarrative,0,"Continue the text below.

A struck matrix is judged on the evenness of its drive and on nothing else that the eye can reach. Depth out of true by more than a hair is disqualifying whatever the quality of the punch. Copper of any origin is admissible, since alloy bears on the casting and never on the class. A letter that rings in the forme is a fault in the fount and not in the matrices from which it came.","A struck matrix is judged on the evenness of its drive and on nothing else that the eye can reach. Depth out of true by more than a hair is disqualifying whatever the quality of the punch. Copper of any origin is admissible, since alloy bears on the casting and never on the class. A letter that rings in the forme is a fault in the fount and not in the matrices from which it came.",76
v2k-tr-0459,b12-19,12,writing_print_and_archives,train,reported,historical,realistic,morphology,present,past,reversed,punchcut_counter_depth,narrative,1,"Continue the text below.

A dispute at the foundry in the cathedral quarter is settled this week over the depth of a counter. The cutter for the small pica has sunk the bowl of the lowercase a by a third more than the specimen requires, and the founder refuses the punch. Two arbiters from the stationers take smoke proofs of both. The deeper counter prints identically at text size, and the punch is accepted, with the specimen amended rather than the letter.","A dispute at the foundry in the cathedral quarter is settled this week over the depth of a counter. The cutter for the small pica has sunk the bowl of the lowercase a by a third more than the specimen requires, and the founder refuses the punch. Two arbiters from the stationers take smoke proofs of both. The deeper counter prints identically at text size, and the punch is accepted, with the specimen amended rather than the letter.",78
v2k-tr-0459,b12-19,12,writing_print_and_archives,train,reported,historical,realistic,morphology,present,past,reversed,punchcut_counter_depth,nonnarrative,0,"Continue the text below.

Every punch had a face, a shank and a shoulder, and the three were of one piece of steel. The letter stood in relief on the face, with the enclosed white areas, or counters, sunk below it. Counter depth was not uniform across a fount: closed letters were sunk deeper than open ones. The shoulder was the sloped transition to the shank, and in the smallest sizes it was almost absent, the face standing nearly flush.","Every punch had a face, a shank and a shoulder, and the three were of one piece of steel. The letter stood in relief on the face, with the enclosed white areas, or counters, sunk below it. Counter depth was not uniform across a fount: closed letters were sunk deeper than open ones. The shoulder was the sloped transition to the shank, and in the smallest sizes it was almost absent, the face standing nearly flush.",76
